date,state,sector,value
2023,Kelantan,p1,5609.939
2023,Kelantan,p2,424.836
2023,Kelantan,p3,1265.084
2023,Kelantan,p4,511.92
2023,Kelantan,p5,19799.217
2023,Kelantan,p6,36.957
2023,Melaka,p0,46933.449
2023,Melaka,p1,4838.454
2023,Melaka,p2,64.889
2023,Melaka,p3,16951.271
2023,Melaka,p4,996.003
2023,Melaka,p5,24017.86
2023,Melaka,p6,64.971
2023,Negeri Sembilan,p0,51864.043
2023,Negeri Sembilan,p1,3156.776
2023,Negeri Sembilan,p2,224.402
2023,Negeri Sembilan,p3,19627.523
2023,Negeri Sembilan,p4,1322.75
2023,Negeri Sembilan,p5,27435.109
2023,Negeri Sembilan,p6,97.482
2023,Pahang,p0,64941.717
2023,Pahang,p1,14232.855
2023,Pahang,p2,626.959
2023,Pahang,p3,14038.951
2023,Pahang,p4,2171.957
2023,Pahang,p5,33833.324
2023,Pahang,p6,37.671
2023,Perak,p0,82558.744
2023,Perak,p1,11682.179
2023,Perak,p2,486.814
2023,Perak,p3,15951.746
2023,Perak,p4,2032.742
2023,Perak,p5,52345.472
2023,Perak,p6,59.791
2023,Perlis,p0,6343.178
2023,Perlis,p1,1101.382
2023,Perlis,p2,33.013
2023,Perlis,p3,484.303
2023,Perlis,p4,158.567
2023,Perlis,p5,4451.576
2023,Perlis,p6,114.338
2023,Penang,p0,115956.997
2023,Penang,p1,2230.697
2023,Penang,p2,153.618
2023,Penang,p3,53893.41
2023,Penang,p4,3363.574
2023,Penang,p5,55657.576
2023,Penang,p6,658.123
2023,Sabah,p0,83196.915
2023,Sabah,p1,12649.256
2023,Sabah,p2,19389.615
2023,Sabah,p3,6032.934
2023,Sabah,p4,2486.354
2023,Sabah,p5,42375.969
2023,Sabah,p6,262.788
2023,Sarawak,p0,142351.83
2023,Sarawak,p1,15028.88
2023,Sarawak,p2,29605.348
2023,Sarawak,p3,37695.875
2023,Sarawak,p4,5059.113
2023,Sarawak,p5,54543.192
2023,Sarawak,p6,419.421
2023,Selangor,p0,406071.453
2023,Selangor,p1,4564.477
2023,Selangor,p2,827.027
2023,Selangor,p3,119571.527
2023,Selangor,p4,20060.19
2023,Selangor,p5,247683.629
2023,Selangor,p6,13364.603
2023,Terengganu,p0,38201.414
2023,Terengganu,p1,2857.034
2023,Terengganu,p2,207.689
2023,Terengganu,p3,14083.591
2023,Terengganu,p4,1161.791
2023,Terengganu,p5,19876.587
2023,Terengganu,p6,14.723
2023,Kuala Lumpur,p0,249301.544
2023,Kuala Lumpur,p1,0
2023,Kuala Lumpur,p2,152.658
2023,Kuala Lumpur,p3,6412.314
2023,Kuala Lumpur,p4,11121.63
2023,Kuala Lumpur,p5,230391.822
2023,Kuala Lumpur,p6,1221.887
2023,Labuan,p0,8115.199
2023,Labuan,p1,126.045
2023,Labuan,p2,0
2023,Labuan,p3,1382.377
2023,Labuan,p4,150.551
2023,Labuan,p5,6416.974
2023,Labuan,p6,39.252
